Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
DURA4,"31,39","16,35","2,22","2,182","0,00%","1,224","17,24","10,12","-10,49","11,47","11,47","21,56%","13,39%","1,27","14,38%","13,59%",0,"1.789.980.000,00","0,52","10,94%"
PGMN3,"3,61","16,39","0,71","0,189","0,00%","0,199","1,23","4,51","-0,92","7,38","3,73","4,19%","1,15%","1,47","5,78%","4,34%","3.264.070,00","2.253.080.000,00","0,57","8,26%"
FLRY3,"15,58","16,45","2,99","1,31","4,47%","0,843","11,35","7,7","-1,89","11,53","7,25","17,01%","8,00%","1,38","13,00%","18,16%","51.450.300,00","1.914.900.000,00","1,89","14,22%"
HYPE3,"42,51","16,61","2,57","3,819","2,90%","1,194","8,13","11,52","-5,86","14,35","13,46","33,15%","23,00%","1,8","11,77%","15,45%","189.751.000,00","10.492.700.000,00","0,84","19,63%"
GEPA4,"26,19","16,61","1,2","1,827","5,11%","0,658","-5,4","7,04","-1,86","9,27","6,04","25,97%","11,00%","0,44","11,25%","7,22%","17.337,00","2.063.530.000,00","0,46","-0,39%"
DURA3,"31,9","16,62","2,26","2,218","0,00%","1,244","17,52","10,29","-10,66","11,64","11,64","21,56%","13,39%","1,27","14,38%","13,59%",0,"1.789.980.000,00","0,52","10,94%"
PATI4,"51,99","16,62","1,37","0,5","5,60%","0,603","1,12","14,53","2,11","14,79","13,15","3,44%","3,01%","2,74","8,01%","8,23%","120,91","910.125.000,00","0,75","30,67%"
DPPI3,85,"16,65","4,99","-1,453","0,00%","3,753","8,7","190,72","9,75","177,18","177,18","-0,76%","-5,04%","3,14","3,00%","29,97%",0,"545.227.000,00","0,06","15,14%"
ENEV3,"11,15","16,68","1,27","3,216","0,00%","0,547","2,64","13,99","-2,63","18,47","12,46","22,99%","19,26%","2,34","5,68%","7,64%","134.904.000,00","13.871.700.000,00","1,05","16,53%"
RDNI3,"6,6","16,76","0,45","0,437","0,87%","0,133","1,37","7,31","-0,36","21,14","19,07","5,98%","3,72%","1,43","1,92%","2,70%","126.409,00","638.829.000,00","0,95","29,37%"
EQPA6,"10,69","17,07","5,43","2,733","8,26%","1,858","14,03","10,09","-6,44","11,07","9,5","27,08%","16,01%","1,56","23,78%","31,80%",0,"4.349.990.000,00","0,97","13,06%"
TIMP3,"13,46","17,13","1,43","1,903","0,00%","0,818","15,37","9,79","-3,78","9,72","3,77","19,44%","11,11%","1,34","9,67%","8,33%",0,"22.847.800.000,00","0,14","2,29%"
BMTO4,"7,57","17,27","2,07",0,"0,00%","2,03",0,"-2.625,16",0,"-2.624,05","-1.477,48","0,00%","0,00%",0,"0,00%","12,00%",0,"1.046.320.000,00",0,"0,00%"
LPSB3,"1,49","17,28","1,12","1,099","5,07%","0,541","5,3","8,03","-2,3","5,78","3,77","13,68%","14,76%","1,58","8,13%","6,46%","872.501,00","196.834.000,00",0,"20,59%"
WEGE4,"16,1","17,38","4,86","2,374","0,00%","2,44","7,72","13,04","11,01","12,98","11,73","18,21%","13,87%","1,81","24,50%","27,99%",0,"13.894.500.000,00","0,28","26,56%"
LCAM3,"24,15","17,42","2,47","1,726","5,64%","0,575","5,09","5,57","-1,38","9,94","7,57","31,00%","9,91%","1,48","13,54%","14,21%",0,"4.965.670.000,00","2,38","38,55%"
BFIT4,"0,93","17,55","1,96",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","11,15%",0,"1.849.420.000,00",0,"35,67%"
BMTO3,"7,82","17,84","2,14",0,"0,00%","2,097",0,"-2.711,85",0,"-2.710,74","-1.526,30","0,00%","0,00%",0,"0,00%","12,00%",0,"1.046.320.000,00",0,"0,00%"
ALPA3,"11,4","17,84","1,33","1,963","1,10%","0,984","5,75","12,78","7,12","13,01","10,68","15,36%","10,90%","1,76","8,64%","7,45%","121.621,00","5.860.170.000,00","0,07","0,48%"
ABEV3,"14,85","17,86","2,59","2,96","0,00%","1,646","35,56","15,2","-26,12","14,16","10,5","19,47%","17,15%","1,19","14,98%","14,52%","488.332.000,00","90.178.000.000,00","0,03","12,98%"
UCOP4,"6,5","18,01","1,3","19,05","0,00%","0,844","5,14","22,7","-8,61","24,17","41,56","83,92%","110,51%","13,37","3,91%","7,23%",0,"972.713.000,00","0,16","9,25%"
BFIT3,"0,98","18,49","2,06",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","11,15%",0,"1.849.420.000,00",0,"35,67%"
TMCP3,56,"18,58","1,38","1,525","0,00%","0,937","3,85","24,25","4,74","19,68","19,68","6,29%","9,75%","2,3","5,54%","7,44%",0,"1.798.930.000,00","0,03","10,49%"
ECOR3,"4,02","18,59","1,24","0,515","0,19%","0,155","-4,06","2,12","-0,22","9,31","6,42","24,33%","2,40%","0,81","8,66%","6,68%","25.918.900,00","2.253.490.000,00","5,34","13,65%"
ASAI3,"18,71","18,82","7,02","0,504","0,67%","0,693","-20,54","7,11","-1,23","9,34","7,47","7,08%","2,68%","0,91","15,47%","37,30%","355.693.000,00","3.595.000.000,00","3,38","97,31%"
SMLE3,"92,82","18,88","21,91","6,635","0,00%","6,477",-124,"16,5","-42,31","16,32","13,2","40,22%","35,14%","0,91","46,17%","116,04%",0,"524.731.000,00",0,"36,83%"
BPAC3,"11,75","18,9","3,2",0,"1,50%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","16,93%","104.584,00","42.262.000.000,00",0,"45,70%"
MERC4,"7,47","19,21","0,54",0,"6,11%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","2,79%","3.250,00","251.336.000,00",0,"-26,46%"
EMAE4,"54,29","19,26","2,16","3,752","1,62%","1,062","3,96","485,68","-5,86","391,24","163,18","0,77%","19,48%","5,49","0,28%","11,23%","223.070,00","927.120.000,00",0,"18,94%"
ARZZ3,"73,95","19,28","3,12","2,029","1,47%","1,837","10,3","16,84","17,33","16,56","12,9","12,05%","10,46%","1,53","14,88%","16,17%","127.617.000,00","2.614.130.000,00","0,16","27,38%"
TMCP4,"58,2","19,31","1,44","1,585","0,00%","0,973",4,"25,21","4,92","20,63","20,63","6,29%","9,75%","2,3","5,54%","7,44%",0,"1.798.930.000,00","0,03","10,49%"
CPLE3,"6,34","19,75","0,83","0,758","14,24%","0,348","4,63","4,67","-0,97","7,09","5,28","16,24%","4,03%","1,54","8,56%","4,19%","10.751.100,00","20.969.700.000,00","0,64","12,89%"
AUTM3,"19,7",20,"1,9","0,709","0,00%","0,547","4,08","6,78","-2,42","8,22","8,99","10,47%","4,31%","1,48","11,93%","9,50%",0,"1.304.250.000,00","0,97","28,21%"
MDIA3,"36,53","20,06","1,88","1,3","5,19%","1,108","5,05","16,49","70,6","18,66","13,21","7,88%","6,48%","2,06","7,78%","9,36%","50.443.800,00","6.592.030.000,00","0,31","12,69%"
ELET3,"40,94","20,07","0,84","2,508","1,23%","0,354","5,01","14,81","-0,85","20,44","14,24","16,94%","12,58%","1,76","2,61%","4,21%","666.855.000,00","111.495.000.000,00","0,5","4,98%"
AEDU11,"37,35","20,13","1,13","1,405","0,00%","0,732","5,77","13,93","-7,31","16,14","10,82","10,08%","6,98%","2,04","5,77%","5,60%",0,"2.415.400.000,00","0,3","20,90%"
CSAN3,"15,7","20,15","1,84","0,824","2,73%","0,26","2,48","5,67","-0,65","13,34","8,64","14,53%","5,52%","1,51","5,56%","9,15%","195.261.000,00","15.968.600.000,00","3,46","37,15%"
JPSA3,"29,02","20,27","1,93","4,667","0,29%","0,468","2,34","12,96","-1,68","20,35","12,83","36,02%","46,31%","5,31","4,56%","9,51%","7.666.510,00","1.762.140.000,00","1,94","1,01%"
ELET6,"42,15","20,67","0,87","2,582","2,49%","0,364","5,15","15,24","-0,87","20,88","14,55","16,94%","12,58%","1,76","2,61%","4,21%","164.788.000,00","111.495.000.000,00","0,5","4,98%"
ALPA4,"13,26","20,75","1,55","2,283","1,04%","1,145","6,68","14,86","8,28","15,09","12,39","15,36%","10,90%","1,76","8,64%","7,45%","72.591.900,00","5.860.170.000,00","0,07","0,48%"
MODL3,"2,03","20,94","1,11",0,"3,75%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","5,31%","12.453.100,00","1.285.040.000,00",0,"0,00%"
LAME4,"6,55","20,99","1,89","0,476","0,00%","0,282","1,19","7,32","-4,32","11,24","5,46","6,51%","2,51%","1,72","6,53%","9,02%",0,"6.514.640.000,00","2,54","9,72%"
INTB3,"27,01","21,08","4,15","2,256","1,35%","2,025","5,5","19,48","9,7","18,94","16,76","11,58%","10,66%","2,06","17,52%","19,66%","43.287.100,00","2.134.790.000,00","0,31","37,52%"
LAME3,"6,62","21,22","1,91","0,481","0,00%","0,285","1,2","7,4","-4,37","11,32","5,49","6,51%","2,51%","1,72","6,53%","9,02%",0,"6.514.640.000,00","2,54","9,72%"
MATD3,"6,28","21,6","1,46","1,56","1,43%","0,498","3,12","7,62","-1,26","9,98","8,08","20,46%","8,35%","2,75","7,47%","6,78%","5.287.500,00","1.639.180.000,00","0,75","0,00%"
VAMO3,"11,49","22,1","3,22","2,721","0,00%","0,768","5,4","8,51","-1,82","11,62","9,63","32,00%","12,29%","1,72","13,31%","14,58%","60.317.100,00","3.655.760.000,00","2,04","75,07%"
UGPA4,"27,1","22,25","2,77","0,227","0,00%","0,887","5,09","13,2","-5,44","16,63","12,91","1,72%","1,05%","1,53","10,37%","12,45%",0,"10.911.400.000,00","1,26","10,48%"
CRTP3,"86,5","22,26","2,38","2,435","0,00%","1,57","5,55","19,63","8,19","18,02","18,02","12,40%","10,94%","2,14","12,36%","10,68%",0,"1.210.570.000,00","0,12","10,11%"
CPLE11,"36,07","22,48","0,94","0,862","13,51%","0,396","5,27","5,31","-1,11","7,73","5,76","16,24%","4,03%","1,54","8,56%","4,19%","22.213.300,00","20.969.700.000,00","0,64","12,89%"
BSCT6,"2,58","22,49","2,04",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","9,05%",0,"212.960.000,00",0,"1,92%"
LOGN3,"29,52","22,58","5,38","1,648","0,00%","1,032","5,74","10,52","-2,33","13,36","8,73","15,67%","7,30%","1,97","13,36%","23,85%","7.802.680,00","583.882.000,00","2,64","17,05%"
RSIP3,"0,44","22,7","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,9","5,00%","5,80%",0,"66.914.000,00","1,4","15,13%"
RSIP4,"0,44","22,7","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,9","5,00%","5,80%",0,"66.914.000,00","1,4","15,13%"
EEEL4,410,23,"3,04","2,961","33,87%","0,923","5,41","5,31","-2,12","6,28","6,28","55,72%","11,90%","2,91","18,94%","13,23%",0,"1.301.400.000,00","0,79","5,95%"
SOMA3,"9,04","23,06","0,96","1,5","1,00%","0,681","4,62","14,27","67,3","16,21","11,32","10,51%","6,50%","1,98","5,24%","4,15%","92.104.600,00","7.413.640.000,00","0,15","130,81%"
CPLE6,"7,43","23,15","0,97","0,888","13,36%","0,408","5,43","5,47","-1,14","7,89","5,88","16,24%","4,03%","1,54","8,56%","4,19%","136.022.000,00","20.969.700.000,00","0,64","12,89%"
AMBP3,"19,01","23,3","2,08","0,654","1,59%","0,267","0,98","3,8","-0,71","9,26","5,99","17,20%","4,22%","2,37","10,32%","8,92%","31.124.100,00","1.033.460.000,00","5,28","124,66%"
TVIT3,"19,3","23,46","5,45","1,705","0,00%","2,424","175,42","16,02","-12,72","17,14","17,14","10,64%","7,27%","1,04","17,58%","23,24%",0,"314.984.000,00","0,56","0,00%"
EEEL3,"421,01","23,61","3,12","3,04","29,99%","0,948","5,56","5,46","-2,18","6,42","6,42","55,72%","11,90%","2,91","18,94%","13,23%",0,"1.301.400.000,00","0,79","5,95%"
TMGC3,"1.500,00","23,77","3,05","2,182","0,00%","2,101","12,7","33,47","22,43","32,14","32,14","6,52%","9,18%","1,69","8,73%","12,83%",0,"1.167.010.000,00","0,05","10,49%"
POWE3,"10,9","23,92","0,99","0,618","0,00%","0,378","6,57","17,61","-3,01","10,63","10,01","3,51%","2,59%","1,13","3,54%","4,13%",0,"988.330.000,00","0,04","0,00%"
TSEP4,"29,01","23,97","1,3","1,282","0,00%","0,906","3,8","14,82","4,43","12,29","12,29","8,65%","5,35%","1,88","9,10%","5,43%",0,"2.047.020.000,00",0,"4,50%"
BMGB11,"33,6","24,3","1,28",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","5,25%",0,"3.839.060.000,00",0,"-10,18%"
ELEK3,"19,11","24,46","2,66","0,619","0,34%","1,067","3,75","52,11","-110,34","65,77","26,15","1,19%","2,53%","1,94","2,52%","10,87%",0,"226.327.000,00","0,99","5,69%"
MAGS3,"62,45","24,49","3,13","2,217","0,00%","2,12","4,9","15,02","6,65","14,19","14,19","14,76%","8,91%","3,06","18,74%","12,78%",0,"848.546.000,00","0,13","10,05%"
ODER4,190,"24,51","5,17","2,944","1,39%","2,475","5,75","12,22","12,4","13,27","12,62","24,10%","12,01%","2,49","23,71%","21,08%",0,"414.981.000,00","0,61","20,96%"
HBTS5,"30,02","24,75","0,55","1,681","3,85%","0,196","6,86","4,04","-0,37","6,93","6,8","41,63%","6,78%","1,35","5,11%","2,22%","4.928,02","499.826.000,00","0,51","104,43%"
VLID3,"8,81","24,88","0,58","0,348","3,23%","0,237",1,"2,26","-4,63","4,48","3,23","15,37%","1,26%","1,83","12,68%","2,33%","2.991.580,00","1.273.440.000,00","0,87","5,84%"
CESP5,25,"25,2","1,08","3,534","0,00%","0,568","60,18","6,89","-1,45","8,09","5,94","51,29%","14,02%","1,13","8,67%","4,28%",0,"7.583.450.000,00","0,27","11,53%"
CRUZ3,"27,59","25,31","22,46","6,614","0,00%","7,185","62,03","20,74","124,93","20,75","19,27","31,89%","26,13%","1,19","46,80%","88,76%",0,"1.877.350.000,00","0,63","3,04%"
CESP6,"25,25","25,45","1,09","3,569","0,00%","0,574","60,78","6,96","-1,46","8,16","5,99","51,29%","14,02%","1,13","8,67%","4,28%",0,"7.583.450.000,00","0,27","11,53%"
CESP3,"25,55","25,75","1,1","3,611","0,00%","0,581","61,5","7,04","-1,48","8,25","6,05","51,29%","14,02%","1,13","8,67%","4,28%",0,"7.583.450.000,00","0,27","11,53%"
RAIZ4,"3,26","25,81","1,55","0,141","5,22%","0,319","3,01","7,87","-1,07","16,82","5,47","1,79%","0,59%","1,28","5,25%","6,00%","57.776.200,00","21.793.200.000,00","2,07","53,21%"
TNLP4,"20,36","25,96","0,71","0,344","0,00%","0,125","1,29","3,4","-0,33","9,07","9,07","10,12%","-0,07%","1,48","4,58%","2,72%",0,"13.736.000.000,00","2,02","15,39%"
HGTX4,"9,6","26,11","0,92","1,07","0,00%","0,635","1,92","27,1","2,54",28,"11,15","3,95%","4,10%","2,47","3,00%","3,51%",0,"1.704.940.000,00","0,12","-4,62%"
RENT3,"49,7","26,57","2,41","3,365","1,64%","0,761","58,5","12,15","-1,69","17,9","13,29","27,69%","12,66%","1,06","8,14%","9,06%","592.567.000,00","20.329.700.000,00","1,44","15,84%"
AMBV4,"86,8","26,59","8,74","8,027","0,00%","5,253","144,02","20,54","-37,72","20,36","18,35","39,08%","30,76%","1,18","32,43%","32,88%",0,"31.105.700.000,00","0,1","21,73%"
AMBV3,87,"26,65","8,76","8,045","0,00%","5,266","144,35","20,59","-37,8","20,41","18,39","39,08%","30,76%","1,18","32,43%","32,88%",0,"31.105.700.000,00","0,1","21,73%"
APER3,"26,55","26,65","1,11","2,361","0,20%","0,672","6,16","7,04","-6,46","5,18","4,18","33,56%","8,89%","1,6","11,92%","4,16%","574.199,00","468.023.000,00",0,"24,19%"
ARML3,"9,57","26,8","2,91","3,947","3,01%","0,955","4,33","11,74","-2,91","15,39","10,85","33,61%","14,73%","2,79","12,13%","10,85%","7.216.440,00","1.139.270.000,00","1,66","269,72%"
RPSA4,"4,9","27,33","1,55","5,697","0,00%","0,805","5,09","107,53","-4,5","137,55","137,55","5,30%","20,85%","2,09","0,85%","5,69%",0,"1.167.980.000,00","0,61","-14,23%"
ELCA4,"20,2","27,81","10,14","2,69","0,00%","1,675","19,8","11,54","-3,56","13,87","11,73","23,31%","13,14%","1,41","16,58%","36,48%",0,"4.202.200.000,00","2,55","12,91%"
SEBB11,"23,27","28,01","6,44","2,214","0,00%","5,279","24,65","23,96","28,94","23,73","23,73","9,24%","7,40%","2,44","24,15%","23,01%",0,"145.783.000,00","0,01","50,04%"
MODL4,"2,72","28,06","1,49",0,"2,80%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","5,31%",0,"1.285.040.000,00",0,"0,00%"
MODL11,"8,46","29,1","1,55",0,"2,70%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","5,31%",0,"1.285.040.000,00",0,"0,00%"
CSED3,"3,73","30,17","0,99","0,715","3,51%","0,299","2,62","4,35","-0,67","4,8","2,87","16,44%","2,37%","1,84","8,65%","3,28%","2.438.840,00","1.439.340.000,00","0,75","10,24%"
BSCT5,"3,5","30,51","2,76",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","9,05%",0,"212.960.000,00",0,"1,92%"
RRRP3,"32,85","30,7","1,54","4,368","0,00%","0,829","7,77","12,96","-3,62","12,42","8,58","33,70%","15,03%","1,88","7,85%","5,03%","175.854.000,00","4.318.780.000,00","0,24","133,36%"
LIPR3,70,"30,74","3,83",0,"2,60%","3,233","23,34","-140,92","33,85","-129,98","-129,98","0,00%","0,00%","2,23","-3,06%","12,46%","2.576,49","215.087.000,00",0,"0,00%"
ELET5,"64,5","31,62","1,33","3,952","0,00%","0,557","7,89","23,33","-1,34","28,96","20,18","16,94%","12,58%","1,76","2,61%","4,21%",0,"111.495.000.000,00","0,5","4,98%"
MOSI3,"8,24","32,29","1,56","4,761","0,00%","1,453","1,89","89,69","1,9","42,98","24,91","5,31%","14,75%","13,3","8,12%","4,82%",0,"670.337.000,00",0,"0,00%"
CREM3,"14,5","32,69","2,45","0,685","0,00%","0,67","4,89","8,52","-5,41","12,04","7,07","8,05%","2,10%","1,29","11,36%","7,50%",0,"189.701.000,00","1,58","-0,27%"
PNVL4,"18,62","32,78","2,57","0,737","0,00%","1,09","4,5","26,68","-60,34","33,69","12,21","2,76%","2,25%","1,77","5,16%","7,83%",0,"1.091.000.000,00","0,82","12,38%"
TSEP3,40,"33,05","1,79","1,768","0,00%","1,25","5,24","20,44","6,11","17,91","17,91","8,65%","5,35%","1,88","9,10%","5,43%",0,"2.047.020.000,00",0,"4,50%"
ELEK4,26,"33,27","3,62","0,842","0,25%","1,452","5,1","70,89","-150,12","84,56","33,61","1,19%","2,53%","1,94","2,52%","10,87%",0,"226.327.000,00","0,99","5,69%"
TOTS3,"25,43","33,32","3,53","4,14","0,90%","1,481","5,12","11,84","40,66","11,22","9,47","34,97%","13,08%","1,96","16,69%","10,60%","167.354.000,00","4.441.630.000,00","0,39","13,79%"
ELCA3,"24,7","34,01","12,4","3,289","0,00%","2,048","24,21","14,11","-4,35","16,44","13,91","23,31%","13,14%","1,41","16,58%","36,48%",0,"4.202.200.000,00","2,55","12,91%"
DOHL3,10,"35,05","1,07","1,181","1,20%","0,782","1,82","74,07","2,93","78,93","29,25","1,59%","3,37%","5,08","1,14%","3,05%","123,26","708.641.000,00","0,13","9,60%"
CTIP3,"49,5","35,13","8,76","8,248","0,00%","3,774","-71,28","21,15","-14,32","21,42","18,26","38,99%","23,48%","0,85","24,63%","24,94%",0,"1.486.250.000,00","0,67","13,43%"
BRIT3,"2,5","35,31","0,82","1,231","0,05%","0,358","2,98","7,31","-1,25","11,44","4,46","16,85%","3,49%","1,76","6,51%","2,33%","1.547.590,00","1.362.930.000,00","0,97","0,00%"
TNLP3,"27,75","35,39","0,96","0,468","0,00%","0,17","1,76","4,63","-0,45","10,31","10,31","10,12%","-0,07%","1,48","4,58%","2,72%",0,"13.736.000.000,00","2,02","15,39%"
CEPE5,"40,12","36,07","2,11","0,375","10,66%","0,223","1,85","2,93","-0,37","9,21","6,78","12,78%","1,04%","1,68","8,94%","5,85%","186,58","1.420.000.000,00","5,4","14,56%"
RDOR3,"24,93","36,54","3,68","2,24","1,30%","0,893","3,3","12,22","-2,88","16,07","11,97","18,33%","6,25%","2,76","9,87%","10,06%","179.962.000,00","13.628.500.000,00","2,15","29,75%"
VIGR3,25,"36,57","2,55","0,763","0,00%","0,899","11,45","12,39","-5,02","15,2","22,95","6,16%","2,28%","1,26","9,06%","6,98%",0,"1.593.560.000,00","0,84","54,72%"
CALI4,50,"37,26","9,44","1,937","0,86%","0,829","2,38","23,17","-2,58","32,76","31,49","8,36%","5,20%","2,44","4,39%","25,33%",0,"19.711.000,00","5,34","122,16%"
SQIA3,"13,75","37,47","1,54","2,18","0,48%","0,797","30.230,10","16,8","-2,55","18,84","9,39","12,97%","5,80%",1,"5,42%","4,12%","13.772.600,00","783.626.000,00","0,42","40,19%"
ALSC3,"27,75","38,57","2,2","10,717","0,95%","1,202","9,41","19,33","-4,22","17,49","14,08","55,45%","29,30%","5,39","7,03%","5,69%",0,"2.593.960.000,00",0,"2,34%"
CEPE6,43,"38,65","2,26","0,402","10,94%","0,239","1,98","3,14","-0,4","9,42","6,94","12,78%","1,04%","1,68","8,94%","5,85%","287,58","1.420.000.000,00","5,4","14,56%"
MERC3,"15,11","38,85","1,08",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","2,79%","313,23","251.336.000,00",0,"-26,46%"
RHDS3,"0,11","39,98","3,24","0,548","0,00%","0,79","-65,29","7,49","-2,7","10,7","8,06","7,31%","1,17%","0,97","11,80%","8,12%",0,"272.045.000,00","1,49","4,38%"
WEGE3,"37,45","40,42","11,31","5,522","1,23%","5,675","17,95","30,33","25,61","30,27","27,36","18,21%","13,87%","1,81","24,50%","27,99%","353.647.000,00","13.894.500.000,00","0,28","26,56%"
RADL3,"21,9","41,05","7,16","1,306","1,16%","2,189","11,48","22,54","-16,28","23,72","12,53","5,79%","3,26%","1,52","12,94%","17,44%","201.518.000,00","5.052.790.000,00","0,45","17,90%"
RAIA3,"30,5","41,22","2,98","0,897","0,00%","1,777","4,31","18,18","5,06","16,73","16,73","4,93%","2,18%","2,2","17,80%","7,22%",0,"635.785.000,00","0,12","0,00%"
IMCH3,"6,39","41,83","0,59","0,336","0,00%","0,289","-9,49","12,28","-0,78","21,16","6,62","2,73%","0,80%","0,82","2,55%","1,40%",0,"920.589.000,00","0,51","21,04%"
SULA3,"6,08","42,81","0,93","0,354","1,23%","0,257","0,7","-10,72","-3,77","8,97","11,53","-3,30%","0,83%","2,29","-5,62%","2,17%","42.229,00","8.363.840.000,00","0,37","1,66%"
PTQS4,"189,46","43,43","2,19","4,717","0,00%","1,577","9,89","-7.214,41","-35,73","-7.466,35","-7.466,35","-0,07%","11,37%","3,32","-0,02%","5,04%",0,"1.714.950.000,00","0,24","56,13%"
UOLL4,"19,62","43,52","2,35","2,054","0,00%","1,403","457,14","15,14","-12,83","16,49","16,49","13,56%","4,69%","1,01","10,57%","5,40%",0,"1.003.690.000,00","0,23","21,99%"
SULA11,"18,67","43,82","0,95","0,362","1,20%","0,263","0,71","-10,97","-3,86","8,72","11,21","-3,30%","0,83%","2,29","-5,62%","2,17%","82.354.700,00","8.363.840.000,00","0,37","1,66%"
SULA4,"6,25","44,01","0,95","0,364","1,20%","0,264","0,72","-11,01","-3,88","8,67","11,15","-3,30%","0,83%","2,29","-5,62%","2,17%","81.912,30","8.363.840.000,00","0,37","1,66%"
PETZ3,"5,9","45,27","1,49","1,032","0,58%","0,761","5,97","12,33","-4,48","11,72","5,54","8,37%","2,28%","1,67","7,36%","3,29%","114.984.000,00","1.831.130.000,00","0,07","35,52%"
CEGR3,89,"47,73","17,56","3,969","0,51%","5,62","511,92","24,99","-14,65","25,93","22,49","15,88%","8,32%","1,04","28,87%","36,80%",0,"1.315.720.000,00","0,94","5,57%"
BAUH4,"83,89","48,07","4,07","2,391","0,00%","2,647","94,33","141,5","-71,22","141,47","53,2","1,69%","4,97%","1,1","2,43%","8,46%","5.109,44","107.672.000,00","0,14","1,40%"
LUXM4,"79,9","49,11","3,85","3,034","0,87%","2,712","-796,85","20,05","-19,37","19,97","11,41","15,13%","6,18%","0,98","15,09%","7,84%","106.982,00","107.812.000,00","0,1","2,19%"
PLTO6,"10,47","50,81","692.616,00","0,69","0,00%","0,901","2,9","55,05","-1,55","56,35","56,35","1,25%","1,36%","3,87","1,74%","1363200,00%",0,"1.000,00","21.227,00","8,78%"
PLTO5,"10,94","53,09","723.708,00","0,721","0,00%","0,942","3,03","57,52","-1,62","58,82","58,82","1,25%","1,36%","3,87","1,74%","1363200,00%",0,"1.000,00","21.227,00","8,78%"
FFTL3,25,"53,22","2,26","3,41","0,00%","1,508","23,71","20,9","-15,54","20,55","20,55","16,32%","8,16%","1,37","8,91%","4,24%",0,"6.274.030.000,00","0,07","7,79%"
FFTL4,"25,06","53,34","2,26","3,418","0,00%","1,512","23,77","20,95","-15,58","20,6","20,6","16,32%","8,16%","1,37","8,91%","4,24%",0,"6.274.030.000,00","0,07","7,79%"
MOAR3,476,"55,21","7,05","126.771,00","2,83%","2,853","10,42","-165,81","-15,8","-167,75","-171,14","-76454,30%","229602,00%","2,94","-2,89%","12,77%","254.355,00","827.321.000,00","1,08","-53,20%"
AURE3,"14,36","55,51","1,11","2,927","0,00%","0,489",6,"20,43","-1,32","24,45","12,99","14,33%","5,45%","1,77","2,72%","2,00%","53.668.300,00","12.950.500.000,00","0,45","0,00%"
BSEV3,9,"56,31","-10,76","0,889","0,00%","0,776","-1,59","4,4","-1,02","7,59","3,7","20,19%","1,58%","0,39","20,66%","-19,12%",0,"-853.187.000,00","-8,95","7,12%"
GVTT3,"57,7","57,38","3,68","4,312","0,00%","2,268","21,82","25,92","-18,43","26,65","26,65","16,64%","7,52%","1,66","10,32%","6,42%",0,"2.150.790.000,00","0,24","31,47%"
NATU3,"36,86","58,22","6,09","1,652","0,00%","1,463","9,89","14,18","-4,41","16,32","9,91","11,65%","2,84%","1,53","13,78%","10,46%",0,"5.571.170.000,00","1,46","15,99%"
AEDU3,"18,35","59,34","3,32","4,141","0,00%","2,159",17,"41,06","-21,55","43,27","29,01","10,08%","6,98%","2,04","5,77%","5,60%",0,"2.415.400.000,00","0,3","20,90%"
SUBA3,84,"61,95","8,39","8,067","0,00%","6,778","8,03","115,78","8,09","106,17","106,17","6,97%","13,02%","5,55","19,11%","13,54%",0,"530.396.000,00",0,"0,00%"
DAGB33,375,"71,75","1,6","0,64","0,00%","0,51","15,24","11,87","-1,27","19,35","30,65","5,39%","1,67%","1,17","4,96%","2,24%",0,"12.597.300.000,00","1,18","32,08%"
CPLE5,"23,12","72,03","3,02","2,763","4,29%","1,269","16,88","17,01","-3,54","19,43","14,48","16,24%","4,03%","1,54","8,56%","4,19%","1.699,53","20.969.700.000,00","0,64","12,89%"
CTPC3,"0,2","76,36","1,08",0,"0,00%","0,097",0,"-16,86",0,"-18,75","-18,75","0,00%","0,00%",0,"0,00%","1,41%",0,"2.411.000,00",0,"-6,10%"
ROMI4,185,"81,69","14,67","9,956","0,00%","6,852","24,4","71,32","89,45","73,53","59,56","13,96%","12,22%","1,86","11,49%","17,96%",0,"1.016.970.000,00","0,61","22,84%"
